id,paintjobFamilies,weaponIds,spriteMap
diableavionics_dra_burchel,DRA,diableavionics_burchel,"graphics/da/weapons/diableavionics_burchel_turret_base.png -> graphics/DRA/weapons/diableavionics_burchel_turret_base.png, graphics/da/weapons/diableavionics_burchel_turret_glow.png -> graphics/DRA/weapons/diableavionics_burchel_turret_glow.png, graphics/da/weapons/diableavionics_burchel_hardpoint_base.png -> graphics/DRA/weapons/diableavionics_burchel_hardpoint_base.png, graphics/da/weapons/diableavionics_burchel_hardpoint_glow.png -> graphics/DRA/weapons/diableavionics_burchel_hardpoint_glow.png"
diableavionics_lilium_burchel,lilium,diableavionics_burchel,"graphics/da/weapons/diableavionics_burchel_turret_base.png -> graphics/lilium/weapons/diableavionics_burchel_turret_base.png, graphics/da/weapons/diableavionics_burchel_hardpoint_base.png -> graphics/lilium/weapons/diableavionics_burchel_hardpoint_base.png"
diableavionics_ornate_burchel,ornate,diableavionics_burchel,"graphics/da/weapons/diableavionics_burchel_turret_base.png -> graphics/ornate/weapons/diableavionics_burchel_turret_base.png, graphics/da/weapons/diableavionics_burchel_hardpoint_base.png -> graphics/ornate/weapons/diableavionics_burchel_hardpoint_base.png"
diableavionics_royalblue_burchel,royalblue,diableavionics_burchel,"graphics/da/weapons/diableavionics_burchel_turret_base.png -> graphics/royalblue/weapons/diableavionics_burchel_turret_base.png, graphics/da/weapons/diableavionics_burchel_hardpoint_base.png -> graphics/royalblue/weapons/diableavionics_burchel_hardpoint_base.png"
diableavionics_snowblast_burchel,snowblast,diableavionics_burchel,"graphics/da/weapons/diableavionics_burchel_turret_base.png -> graphics/snowblast/weapons/diableavionics_burchel_turret_base.png, graphics/da/weapons/diableavionics_burchel_hardpoint_base.png -> graphics/snowblast/weapons/diableavionics_burchel_hardpoint_base.png"
diableavionics_sunrise_burchel,sunrise,diableavionics_burchel,"graphics/da/weapons/diableavionics_burchel_turret_base.png -> graphics/sunrise/weapons/diableavionics_burchel_turret_base.png, graphics/da/weapons/diableavionics_burchel_turret_glow.png -> graphics/sunrise/weapons/diableavionics_burchel_turret_glow.png, graphics/da/weapons/diableavionics_burchel_hardpoint_base.png -> graphics/sunrise/weapons/diableavionics_burchel_hardpoint_base.png, graphics/da/weapons/diableavionics_burchel_hardpoint_glow.png -> graphics/sunrise/weapons/diableavionics_burchel_hardpoint_glow.png"
diableavionics_dra_derechoSystem,DRA,diableavionics_derechoSystem,"graphics/da/weapons/DERECHO_SYSTEM/diableavionics_derechoSYSTEM_000.png -> graphics/DRA/weapons/DERECHO_SYSTEM/diableavionics_derechoSYSTEM_000.png, graphics/da/weapons/DERECHO_SYSTEM/diableavionics_derechoSYSTEM_001.png -> graphics/DRA/weapons/DERECHO_SYSTEM/diableavionics_derechoSYSTEM_001.png, graphics/da/weapons/DERECHO_SYSTEM/diableavionics_derechoSYSTEM_002.png -> graphics/DRA/weapons/DERECHO_SYSTEM/diableavionics_derechoSYSTEM_002.png, graphics/da/weapons/DERECHO_SYSTEM/diableavionics_derechoSYSTEM_003.png -> graphics/DRA/weapons/DERECHO_SYSTEM/diableavionics_derechoSYSTEM_003.png, graphics/da/weapons/DERECHO_SYSTEM/diableavionics_derechoSYSTEM_004.png -> graphics/DRA/weapons/DERECHO_SYSTEM/diableavionics_derechoSYSTEM_004.png, graphics/da/weapons/DERECHO_SYSTEM/diableavionics_derechoSYSTEM_005.png -> graphics/DRA/weapons/DERECHO_SYSTEM/diableavionics_derechoSYSTEM_005.png, graphics/da/weapons/DERECHO_SYSTEM/diableavionics_derechoSYSTEM_006.png -> graphics/DRA/weapons/DERECHO_SYSTEM/diableavionics_derechoSYSTEM_006.png, graphics/da/weapons/DERECHO_SYSTEM/diableavionics_derechoSYSTEM_007.png -> graphics/DRA/weapons/DERECHO_SYSTEM/diableavionics_derechoSYSTEM_007.png, graphics/da/weapons/DERECHO_SYSTEM/diableavionics_derechoSYSTEM_008.png -> graphics/DRA/weapons/DERECHO_SYSTEM/diableavionics_derechoSYSTEM_008.png"
diableavionics_dra_frosthead,DRA,diableavionics_frosthead,graphics/da/ships/frost/diableavionics_frost_head.png -> graphics/DRA/ships/frost/diableavionics_frost_head.png
diableavionics_lilium_frosthead,lilium,diableavionics_frosthead,graphics/da/ships/frost/diableavionics_frost_head.png -> graphics/lilium/ships/frost/diableavionics_frost_head.png
diableavionics_ornate_frosthead,ornate,diableavionics_frosthead,graphics/da/ships/frost/diableavionics_frost_head.png -> graphics/ornate/ships/frost/diableavionics_frost_head.png
diableavionics_royalblue_frosthead,royalblue,diableavionics_frosthead,graphics/da/ships/frost/diableavionics_frost_head.png -> graphics/royalblue/ships/frost/diableavionics_frost_head.png
diableavionics_snowblast_frosthead,snowblast,diableavionics_frosthead,graphics/da/ships/frost/diableavionics_frost_head.png -> graphics/snowblast/ships/frost/diableavionics_frost_head.png
diableavionics_sunrise_frosthead,sunrise,diableavionics_frosthead,graphics/da/ships/frost/diableavionics_frost_head.png -> graphics/sunrise/ships/frost/diableavionics_frost_head.png
diableavionics_dra_frostLeftArm,DRA,diableavionics_frostLeftArm,graphics/da/ships/frost/diableavionics_frost_leftBarrel.png -> graphics/DRA/ships/frost/diableavionics_frost_leftBarrel.png
diableavionics_lilium_frostLeftArm,lilium,diableavionics_frostLeftArm,graphics/da/ships/frost/diableavionics_frost_leftBarrel.png -> graphics/lilium/ships/frost/diableavionics_frost_leftBarrel.png
diableavionics_ornate_frostLeftArm,ornate,diableavionics_frostLeftArm,graphics/da/ships/frost/diableavionics_frost_leftBarrel.png -> graphics/ornate/ships/frost/diableavionics_frost_leftBarrel.png
diableavionics_royalblue_frostLeftArm,royalblue,diableavionics_frostLeftArm,graphics/da/ships/frost/diableavionics_frost_leftBarrel.png -> graphics/royalblue/ships/frost/diableavionics_frost_leftBarrel.png
diableavionics_snowblast_frostLeftArm,snowblast,diableavionics_frostLeftArm,graphics/da/ships/frost/diableavionics_frost_leftBarrel.png -> graphics/snowblast/ships/frost/diableavionics_frost_leftBarrel.png
diableavionics_sunrise_frostLeftArm,sunrise,diableavionics_frostLeftArm,graphics/da/ships/frost/diableavionics_frost_leftBarrel.png -> graphics/sunrise/ships/frost/diableavionics_frost_leftBarrel.png
diableavionics_dra_frostPauldron,DRA,diableavionics_frostPauldron,graphics/da/ships/frost/diableavionics_frost_rightPauldron.png -> graphics/DRA/ships/frost/diableavionics_frost_rightPauldron.png
diableavionics_lilium_frostPauldron,lilium,diableavionics_frostPauldron,graphics/da/ships/frost/diableavionics_frost_rightPauldron.png -> graphics/lilium/ships/frost/diableavionics_frost_rightPauldron.png
diableavionics_ornate_frostPauldron,ornate,diableavionics_frostPauldron,graphics/da/ships/frost/diableavionics_frost_rightPauldron.png -> graphics/ornate/ships/frost/diableavionics_frost_rightPauldron.png
diableavionics_royalblue_frostPauldron,royalblue,diableavionics_frostPauldron,graphics/da/ships/frost/diableavionics_frost_rightPauldron.png -> graphics/royalblue/ships/frost/diableavionics_frost_rightPauldron.png
diableavionics_snowblast_frostPauldron,snowblast,diableavionics_frostPauldron,graphics/da/ships/frost/diableavionics_frost_rightPauldron.png -> graphics/snowblast/ships/frost/diableavionics_frost_rightPauldron.png
diableavionics_sunrise_frostPauldron,sunrise,diableavionics_frostPauldron,graphics/da/ships/frost/diableavionics_frost_rightPauldron.png -> graphics/sunrise/ships/frost/diableavionics_frost_rightPauldron.png
diableavionics_dra_frostPauldron2,DRA,diableavionics_frostPauldron2,graphics/da/ships/frost/diableavionics_frost_leftArm.png -> graphics/DRA/ships/frost/diableavionics_frost_leftArm.png
diableavionics_lilium_frostPauldron2,lilium,diableavionics_frostPauldron2,graphics/da/ships/frost/diableavionics_frost_leftArm.png -> graphics/lilium/ships/frost/diableavionics_frost_leftArm.png
diableavionics_ornate_frostPauldron2,ornate,diableavionics_frostPauldron2,graphics/da/ships/frost/diableavionics_frost_leftArm.png -> graphics/ornate/ships/frost/diableavionics_frost_leftArm.png
diableavionics_royalblue_frostPauldron2,royalblue,diableavionics_frostPauldron2,graphics/da/ships/frost/diableavionics_frost_leftArm.png -> graphics/royalblue/ships/frost/diableavionics_frost_leftArm.png
diableavionics_snowblast_frostPauldron2,snowblast,diableavionics_frostPauldron2,graphics/da/ships/frost/diableavionics_frost_leftArm.png -> graphics/snowblast/ships/frost/diableavionics_frost_leftArm.png
diableavionics_sunrise_frostPauldron2,sunrise,diableavionics_frostPauldron2,graphics/da/ships/frost/diableavionics_frost_leftArm.png -> graphics/sunrise/ships/frost/diableavionics_frost_leftArm.png
diableavionics_dra_frostRightArm,DRA,diableavionics_frostRightArm,"graphics/da/ships/frost/diableavionics_frost_rightArm_00.png -> graphics/DRA/ships/frost/diableavionics_frost_rightArm_00.png, graphics/da/ships/frost/diableavionics_frost_rightArm_01.png -> graphics/DRA/ships/frost/diableavionics_frost_rightArm_01.png, graphics/da/ships/frost/diableavionics_frost_rightArm_02.png -> graphics/DRA/ships/frost/diableavionics_frost_rightArm_02.png, graphics/da/ships/frost/diableavionics_frost_rightArm_03.png -> graphics/DRA/ships/frost/diableavionics_frost_rightArm_03.png, graphics/da/ships/frost/diableavionics_frost_rightArm_04.png -> graphics/DRA/ships/frost/diableavionics_frost_rightArm_04.png, graphics/da/ships/frost/diableavionics_frost_rightArm_05.png -> graphics/DRA/ships/frost/diableavionics_frost_rightArm_05.png, graphics/da/ships/frost/diableavionics_frost_rightArm_06.png -> graphics/DRA/ships/frost/diableavionics_frost_rightArm_06.png, graphics/da/ships/frost/diableavionics_frost_rightArm_07.png -> graphics/DRA/ships/frost/diableavionics_frost_rightArm_07.png"
diableavionics_lilium_frostRightArm,lilium,diableavionics_frostRightArm,"graphics/da/ships/frost/diableavionics_frost_rightArm_00.png -> graphics/lilium/ships/frost/diableavionics_frost_rightArm_00.png, graphics/da/ships/frost/diableavionics_frost_rightArm_01.png -> graphics/lilium/ships/frost/diableavionics_frost_rightArm_01.png, graphics/da/ships/frost/diableavionics_frost_rightArm_02.png -> graphics/lilium/ships/frost/diableavionics_frost_rightArm_02.png, graphics/da/ships/frost/diableavionics_frost_rightArm_03.png -> graphics/lilium/ships/frost/diableavionics_frost_rightArm_03.png, graphics/da/ships/frost/diableavionics_frost_rightArm_04.png -> graphics/lilium/ships/frost/diableavionics_frost_rightArm_04.png, graphics/da/ships/frost/diableavionics_frost_rightArm_05.png -> graphics/lilium/ships/frost/diableavionics_frost_rightArm_05.png, graphics/da/ships/frost/diableavionics_frost_rightArm_06.png -> graphics/lilium/ships/frost/diableavionics_frost_rightArm_06.png, graphics/da/ships/frost/diableavionics_frost_rightArm_07.png -> graphics/lilium/ships/frost/diableavionics_frost_rightArm_07.png"
diableavionics_ornate_frostRightArm,ornate,diableavionics_frostRightArm,"graphics/da/ships/frost/diableavionics_frost_rightArm_00.png -> graphics/ornate/ships/frost/diableavionics_frost_rightArm_00.png, graphics/da/ships/frost/diableavionics_frost_rightArm_01.png -> graphics/ornate/ships/frost/diableavionics_frost_rightArm_01.png, graphics/da/ships/frost/diableavionics_frost_rightArm_02.png -> graphics/ornate/ships/frost/diableavionics_frost_rightArm_02.png, graphics/da/ships/frost/diableavionics_frost_rightArm_03.png -> graphics/ornate/ships/frost/diableavionics_frost_rightArm_03.png, graphics/da/ships/frost/diableavionics_frost_rightArm_04.png -> graphics/ornate/ships/frost/diableavionics_frost_rightArm_04.png, graphics/da/ships/frost/diableavionics_frost_rightArm_05.png -> graphics/ornate/ships/frost/diableavionics_frost_rightArm_05.png, graphics/da/ships/frost/diableavionics_frost_rightArm_06.png -> graphics/ornate/ships/frost/diableavionics_frost_rightArm_06.png, graphics/da/ships/frost/diableavionics_frost_rightArm_07.png -> graphics/ornate/ships/frost/diableavionics_frost_rightArm_07.png"
diableavionics_royalblue_frostRightArm,royalblue,diableavionics_frostRightArm,"graphics/da/ships/frost/diableavionics_frost_rightArm_00.png -> graphics/royalblue/ships/frost/diableavionics_frost_rightArm_00.png, graphics/da/ships/frost/diableavionics_frost_rightArm_01.png -> graphics/royalblue/ships/frost/diableavionics_frost_rightArm_01.png, graphics/da/ships/frost/diableavionics_frost_rightArm_02.png -> graphics/royalblue/ships/frost/diableavionics_frost_rightArm_02.png, graphics/da/ships/frost/diableavionics_frost_rightArm_03.png -> graphics/royalblue/ships/frost/diableavionics_frost_rightArm_03.png, graphics/da/ships/frost/diableavionics_frost_rightArm_04.png -> graphics/royalblue/ships/frost/diableavionics_frost_rightArm_04.png, graphics/da/ships/frost/diableavionics_frost_rightArm_05.png -> graphics/royalblue/ships/frost/diableavionics_frost_rightArm_05.png, graphics/da/ships/frost/diableavionics_frost_rightArm_06.png -> graphics/royalblue/ships/frost/diableavionics_frost_rightArm_06.png, graphics/da/ships/frost/diableavionics_frost_rightArm_07.png -> graphics/royalblue/ships/frost/diableavionics_frost_rightArm_07.png"
diableavionics_snowblast_frostRightArm,snowblast,diableavionics_frostRightArm,"graphics/da/ships/frost/diableavionics_frost_rightArm_00.png -> graphics/snowblast/ships/frost/diableavionics_frost_rightArm_00.png, graphics/da/ships/frost/diableavionics_frost_rightArm_01.png -> graphics/snowblast/ships/frost/diableavionics_frost_rightArm_01.png, graphics/da/ships/frost/diableavionics_frost_rightArm_02.png -> graphics/snowblast/ships/frost/diableavionics_frost_rightArm_02.png, graphics/da/ships/frost/diableavionics_frost_rightArm_03.png -> graphics/snowblast/ships/frost/diableavionics_frost_rightArm_03.png, graphics/da/ships/frost/diableavionics_frost_rightArm_04.png -> graphics/snowblast/ships/frost/diableavionics_frost_rightArm_04.png, graphics/da/ships/frost/diableavionics_frost_rightArm_05.png -> graphics/snowblast/ships/frost/diableavionics_frost_rightArm_05.png, graphics/da/ships/frost/diableavionics_frost_rightArm_06.png -> graphics/snowblast/ships/frost/diableavionics_frost_rightArm_06.png, graphics/da/ships/frost/diableavionics_frost_rightArm_07.png -> graphics/snowblast/ships/frost/diableavionics_frost_rightArm_07.png"
diableavionics_sunrise_frostRightArm,sunrise,diableavionics_frostRightArm,"graphics/da/ships/frost/diableavionics_frost_rightArm_00.png -> graphics/sunrise/ships/frost/diableavionics_frost_rightArm_00.png, graphics/da/ships/frost/diableavionics_frost_rightArm_01.png -> graphics/sunrise/ships/frost/diableavionics_frost_rightArm_01.png, graphics/da/ships/frost/diableavionics_frost_rightArm_02.png -> graphics/sunrise/ships/frost/diableavionics_frost_rightArm_02.png, graphics/da/ships/frost/diableavionics_frost_rightArm_03.png -> graphics/sunrise/ships/frost/diableavionics_frost_rightArm_03.png, graphics/da/ships/frost/diableavionics_frost_rightArm_04.png -> graphics/sunrise/ships/frost/diableavionics_frost_rightArm_04.png, graphics/da/ships/frost/diableavionics_frost_rightArm_05.png -> graphics/sunrise/ships/frost/diableavionics_frost_rightArm_05.png, graphics/da/ships/frost/diableavionics_frost_rightArm_06.png -> graphics/sunrise/ships/frost/diableavionics_frost_rightArm_06.png, graphics/da/ships/frost/diableavionics_frost_rightArm_07.png -> graphics/sunrise/ships/frost/diableavionics_frost_rightArm_07.png"
diableavionics_dra_glaux,DRA,diableavionics_glaux,"graphics/da/weapons/diableavionics_glaux_turret_base.png -> graphics/DRA/weapons/diableavionics_glaux_turret_base.png, graphics/da/weapons/diableavionics_glaux_turret_glow.png -> graphics/DRA/weapons/diableavionics_glaux_turret_glow.png, graphics/da/weapons/diableavionics_glaux_hardpoint_base.png -> graphics/DRA/weapons/diableavionics_glaux_hardpoint_base.png, graphics/da/weapons/diableavionics_glaux_hardpoint_glow.png -> graphics/DRA/weapons/diableavionics_glaux_hardpoint_glow.png"
diableavionics_lilium_glaux,lilium,diableavionics_glaux,"graphics/da/weapons/diableavionics_glaux_turret_base.png -> graphics/lilium/weapons/diableavionics_glaux_turret_base.png, graphics/da/weapons/diableavionics_glaux_hardpoint_base.png -> graphics/lilium/weapons/diableavionics_glaux_hardpoint_base.png"
diableavionics_ornate_glaux,ornate,diableavionics_glaux,"graphics/da/weapons/diableavionics_glaux_turret_base.png -> graphics/ornate/weapons/diableavionics_glaux_turret_base.png, graphics/da/weapons/diableavionics_glaux_hardpoint_base.png -> graphics/ornate/weapons/diableavionics_glaux_hardpoint_base.png"
diableavionics_royalblue_glaux,royalblue,diableavionics_glaux,"graphics/da/weapons/diableavionics_glaux_turret_base.png -> graphics/royalblue/weapons/diableavionics_glaux_turret_base.png, graphics/da/weapons/diableavionics_glaux_hardpoint_base.png -> graphics/royalblue/weapons/diableavionics_glaux_hardpoint_base.png"
diableavionics_snowblast_glaux,snowblast,diableavionics_glaux,"graphics/da/weapons/diableavionics_glaux_turret_base.png -> graphics/snowblast/weapons/diableavionics_glaux_turret_base.png, graphics/da/weapons/diableavionics_glaux_hardpoint_base.png -> graphics/snowblast/weapons/diableavionics_glaux_hardpoint_base.png"
diableavionics_sunrise_glaux,sunrise,diableavionics_glaux,"graphics/da/weapons/diableavionics_glaux_turret_base.png -> graphics/sunrise/weapons/diableavionics_glaux_turret_base.png, graphics/da/weapons/diableavionics_glaux_turret_glow.png -> graphics/sunrise/weapons/diableavionics_glaux_turret_glow.png, graphics/da/weapons/diableavionics_glaux_hardpoint_base.png -> graphics/sunrise/weapons/diableavionics_glaux_hardpoint_base.png, graphics/da/weapons/diableavionics_glaux_hardpoint_glow.png -> graphics/sunrise/weapons/diableavionics_glaux_hardpoint_glow.png"
